first_air_date,genre_ids,id,name,original_language,original_name,overview,popularity,vote_average,vote_count
1999-10-10,"[10759, 16, 10765]",42982,Infinite Ryvius,ja,無限のリヴァイアス,"An act of sabotage has sent a space station plummeting towards a dangerous phenomena known as the Sea of Geduld. With only hours to spare before the collapse of the entire station, a group of teens, training on-board the ship will seek safety aboard the Ryvius, an interstellar spacecraft hidden deep inside the station. With the adult crew and instructors dead, these young astronauts must rely on their training, courage and most importantly each other to prepare for the journey home.",18.682000000000002,7.5,8
1981-04-16,"[16, 10759]",34839,Queen Millennia,ja,新竹取物語 1000年女王,"Queen Millennia is a manga series by Leiji Matsumoto which was serialized from 28 January 1980 through 11 May 1983 in both the Sankei Shimbun and Nishinippon Sports newspapers. The manga series was adapted into a 42-episode anime TV series by Toei Dōga and broadcast on the Fuji TV network from 16 April 1981 through 25 March 1982. An anime film was released on 13 March 1982 shortly before the TV series ended.

The anime series was combined by Harmony Gold and Carl Macek with episodes from the 1978 Matsumoto series, Space Pirate Captain Harlock, and shown from 1985 to 1986 in the United States as the 65-episode Captain Harlock and the Queen of a Thousand Years. The series was broadcast in Germany on Tele 5 during 1992 and on Mangas in France in 2004.",18.660999999999998,8.5,44
1999-11-30,"[16, 35]",42694,Di Gi Charat,ja,Di Gi Charat,"DiGi Charat is a series of shorts created as advertisements for ""Digital Gamers,"" a store in Akihabara. The series follows Dejiko, princess of DiGi Charat planet, and her companions, Puchiko and Gema, as well as Dejiko's rival, Rabi~en~Rose through daily ordeals they encounter while working at Gamers.",18.645,6.3,7
2022-07-03,"[16, 10765, 10759]",158131,YUREI DECO,ja,ユーレイデコ,"The story begins when Berry, an average girl from an average home, meets Hack, a girl who looks like a boy. Charmed by Hack, Berry meets up with the team Hack leads, the Ghost Detectives Club. Members of this club are “socially dead,” working invisibly within the digitally controlled society of Tom Sawyer. As she works with the group, Berry learns about Zero, a mysterious figure who lurks within Tom Sawyer’s underground. She and Hack decide to chase down this figure, and in time, the truth behind the city is revealed...",18.64,5.3,3
1987-10-21,[16],44666,Lady Lady!!,ja,レディレディ！！,,18.63,8.3,3
2017-10-08,"[16, 35, 18]",74081,Blend S,ja,ブレンド・S,"High school girl Maika Sakuranomiya has trouble finding a part-time job because of how scary she looks when smiling. However, she is scouted one day by Dino, the manager of the café Stile where its waitresses play unique traits such as tsundere and younger sister. Maika is given a sadist trait because of her looks and has to adopt a dominant and cruel persona when servicing customers, particularly masochist ones.",18.621,8.5,228
2011-10-07,"[16, 10765, 10759]",46388,Persona 4: The Animation,ja,ペルソナ4,"Persona 4: The Animation is a television anime series produced by AIC ASTA and directed by Seiji Kishi, based on the Shin Megami Tensei: Persona 4 video game by Atlus. The story revolves around the protagonist, Yu Narukami, who acquires a mysterious power called ""Persona"" and embarks on a journey with his new friends to uncover the truth behind a bizarre series of murders involving a distorted TV World. The series aired in Japan between October 2011 and March 2012, with a film adaptation released in June 2012 and an original video animation episode released in August 2012. The series is licensed in North America by Sentai Filmworks.",18.584,7.5,23
1971-04-03,"[16, 10768, 99]",124144,Decision,ja,アニメンタリ・ 決断,,18.565,6.0,1
2023-04-06,[16],216391,THE IDOLM@STER CINDERELLA GIRLS U149,ja,アイドルマスター シンデレラガールズ U149,"These small girls are ready to make it big! All 12 or younger and under 149 centimeters tall (4'11""), these aspiring pop idols dream of performing for thousands of people. But with zero experience, they've got a lot of work to do! With the help of their rookie producer, who's almost just as short, can they stay focused and make it to the top?",18.558,9.2,6
2014-04-08,"[10759, 16, 35]",60871,Soul Eater Not!,ja,ソウルイーターノット！,"Ding-dong! Dead-dong! Class is about to begin, and you don't want to be late on your first day of school! Join Tsugumi Harudori in the ""NOT"" class at Death Weapon Meister Academy, a school dedicated to training transforming weapons like Tsugumi and the meisters who will wield them. Many ""NOT"" (Normally Overcome Target) students aspire to join the elite ""EAT"" (Especially Advantaged Talent) class. But it may take Tsugumi some time to find her confidence-- and a partner -- at this crazy school!",18.483,6.2,21
2013-01-03,"[16, 35]",50071,Ai-Mai-Mi,ja,あいまいみー,"Ai, Mai, and Mi, are the three girls that make up the manga club. Although they possess ample imagination, their far-out fantasies and insane adventures usually distract them from actually drawing any manga. From rescuing an abandoned cat, to getting addicted to video games, these girls handle ordinary things in extraordinary ways.",18.48,7.0,7
2014-04-06,"[16, 18]",44163,Broken Blade,ja,ブレイク ブレイド,"In the continent of Cruzon, an impending war between the Kingdom of Krisna and the nation of Athens is brimming. The people of this land are able to use quartz for whatever purpose they desire. Yet one person, Rygart Arrow, is not. He is an ""un-sorcerer,"" a person unable to use quartz. But this characteristic will enable him to pilot an ancient Golem, one strong enough to put up a fight against the invading army of Athens.",18.468,7.8,40
2003-07-17,"[16, 35, 10765]",35129,Popotan,ja,ぽぽたん,"Beautiful sisters Ai, Mai, Mii, their android maid Mea and slippery pet ferret Unagi make an amazing journey together through time and space without ever leaving their beloved mansion behind! Following the clues of the strange dandelion-like ""Popotan,"" the girls are theoretically seeking the person who has the answers to their most personal questions, but they seem to have more than enough time to take side trips, meet new friends, visit hot springs and occasionally operate the X-mas shop they keep in the house along the way!

Yet, the girls' ultimate destiny holds more than a few surprises of its own, and not every moment is filled with hilarity, as moving through time means having to leave friends behind as well.",18.463,6.4,5
1994-08-25,"[16, 10765, 10759, 18]",21733,Macross Plus,ja,マクロスプラス,"The year is 2040 and the galaxy is flourishing with several colonies and advanced technology. AI is near perfection and the current top idol is the near-completed Virturoid Idol Sharon Apple. All that is missing are her actual feelings, which instead are supplied by Myung Fang Lone. Sharon's debut concert is on planet Eden, where at the same time, fighter pilots Isamu Dyson and Guld Bowman battle over air superiority for the Supernova Project. Isamu, Guld and Myung were once childhood friends, but after an accident seven years ago, they went their own separate ways. With Myung back in the picture, the old disputes are once again awakened. And when an unstable and illegal AI technique is installed in Sharon, the situation is worsened.",18.461,7.3,37
2003-04-08,"[10759, 16, 35, 18, 10765]",45544,Scrapped Princess,ja,スクラップド・プリンセス,"Pacifica Casull is the most feared and hated person by the followers of the God Mauser. Known as the Scrapped Princess, she is the poison that will destroy the world. To avoid being killed by the zealots of Mauser, Pacifica and her adoptive brother and sister leave the village of Manhurin. Her brother, Shannon, is an expert with the sword while Racquel is proficient with magic. At every step of the way, however, someone is constantly trying to kill Pacifica, hoping to somehow avert the catastrophe that is supposed to befall the world on her 16th birthday.",18.447,5.6,12
2021-09-20,"[16, 35]",131168,Ganbare Doukichan,ja,がんばれ同期ちゃん,"Douki-chan is an office lady who is working with Douki-kun in an office. Unbeknownst to Douki-kun, Douki-chan secretly has feelings for him. As Douki-chan struggles to confess her feelings, her rivals, both the kouhai and senpai, continue to vie for his affection.",18.427,6.8,20
